Asp,Elev,FalB1,FalB2,FalB3,FalB4,FalB5,FalB6,FalTCb,FalTCg,FalTCw,LAE,NDVIMin,NDVIMax,NDVIMedian,NDVIDiff,Slpp,SprB1,SprB2,SprB3,SprB4,SprB5,SprB6,SprTCb,SprTCg,SprTCw,SumB1,SumB2,SumB3,SumB4,SumB5,SumB6,SumTcb,SumTcg,SumTCw,ppti,tavei,dep
100,2328,591,803,1047,1854,2343,1885,1190,167,-1668,3083,1923,3657,2461,1196,7,739,1007,1229,2090,2787,2255,1416,199,-1984,628,850,1008,1864,2445,1979,1242,174,-1740,9034,38043,6281
180,2169,963,1541,1955,2627,3907,3312,1985,279,-2781,2915,1085,1955,1372,583,5,1130,1703,2083,2827,4068,3432,2067,290,-2895,1046,1664,2018,2774,3992,3339,2028,285,-2841,7381,39014,6281
-1,2159,742,1088,1374,2043,2777,2267,1411,198,-1976,2908,1509,2871,1776,1095,0,923,1339,1651,2364,3107,2518,1578,222,-2211,896,1295,1585,2426,3188,2541,1620,227,-2269,7343,39017,6281
129,2170,988,1573,1950,2595,4101,3304,2083,292,-2919,2914,1040,2027,1361,666,17,1157,1792,2116,2850,4125,3314,2096,294,-2936,1063,1665,1998,2789,4131,3258,2099,295,-2940,7377,39007,6281
158,2165,761,1130,1298,2188,3229,2348,1640,230,-2298,2912,1133,3712,1813,1899,4,986,1421,1680,2499,3541,2666,1799,252,-2520,963,1354,1539,2285,3564,2666,1811,254,-2536,7377,39005,6151
117,2172,965,1524,1837,2518,3920,3163,1991,279,-2790,2913,1103,2195,1450,745,25,1157,1714,2037,2756,4062,3264,2063,290,-2891,1091,1656,1918,2710,4069,3241,2067,290,-2896,7377,39007,6281
117,2168,908,1411,1687,2470,3732,2927,1896,266,-2656,2912,1045,2470,1453,1017,15,1145,1736,2041,2837,4005,3216,2035,286,-2850,1056,1643,1926,2682,4020,3143,2042,287,-2861,7377,39005,6281
142,2168,938,1451,1773,2552,3822,3089,1942,273,-2720,2912,1061,2206,1345,861,5,1160,1809,2159,2866,4053,3312,2059,289,-2885,1048,1638,1969,2725,4009,3184,2037,286,-2853,7377,39005,6151
270,2172,717,998,1322,2069,2898,2418,1472,207,-2063,2918,1273,3439,1956,1483,5,958,1293,1573,2325,3222,2797,1637,230,-2293,833,1178,1458,2324,3148,2657,1599,224,-2240,7552,38989,6281
-1,2247,743,1059,1441,2100,2721,2447,1382,194,-1937,2997,1428,2925,1812,1113,1,927,1337,1737,2574,3069,2660,1559,219,-2184,736,1075,1387,2123,2697,2434,1370,192,-1919,8182,38507,6281
-1,2246,746,1081,1466,2153,2806,2555,1425,200,-1997,2995,1375,2915,1795,1120,1,950,1336,1763,2574,3203,2862,1627,228,-2280,756,1089,1441,2156,2800,2461,1422,200,-1993,8182,38507,6281
-1,2203,748,1077,1468,2165,2760,2433,1402,197,-1964,2950,1411,2887,1783,1104,1,953,1369,1782,2568,3205,2780,1628,229,-2281,872,1280,1675,2502,3095,2646,1572,221,-2203,7872,38552,6281
-1,2103,689,932,1204,2013,2763,2159,1404,197,-1966,2860,1238,4549,2071,2478,2,767,1140,1367,2409,3108,2344,1579,222,-2212,709,1003,1260,2095,2888,2202,1467,206,-2055,7226,38978,6281
-1,2098,679,955,1277,2097,2770,2198,1407,198,-1971,2857,1413,4080,2096,1984,2,817,1199,1443,2469,3107,2449,1578,222,-2211,732,1024,1312,2228,2852,2248,1449,203,-2030,7219,39285,6281
-1,2098,640,887,1161,1895,2555,2128,1298,182,-1818,2856,1516,3994,2144,1850,1,804,1125,1347,2212,2967,2387,1507,212,-2112,695,955,1196,1975,2692,2144,1368,192,-1916,7202,39345,6281
-1,2098,599,854,1123,1912,2500,2078,1270,178,-1779,2856,1745,3631,2299,1332,2,801,1081,1307,2163,2914,2381,1480,208,-2074,691,918,1151,1986,2593,2102,1317,185,-1845,7202,39345,6151
175,2110,1016,1514,1870,2862,4077,3291,2071,291,-2902,2858,1581,2444,1933,511,32,1134,1781,2168,3098,4131,3395,2099,295,-2940,1079,1657,2003,3021,4166,3329,2116,297,-2965,6803,39107,6281
209,2098,958,1484,1779,2829,3799,2955,1930,271,-2704,2855,1776,2799,2062,737,36,1016,1555,1850,2856,3844,3030,1953,274,-2736,972,1484,1771,2856,3772,2895,1916,269,-2685,6806,39377,6281
218,2092,1052,1539,1863,2688,3897,3384,1980,278,-2773,2849,1420,2346,1686,661,14,1200,1786,2140,3020,4242,3606,2155,302,-3019,1133,1684,2032,2914,4099,3482,2082,292,-2917,6790,39379,6281
217,2088,1090,1633,2057,2788,4218,3725,2143,301,-3002,2845,1179,2370,1469,902,4,1264,1863,2284,3129,4417,3807,2244,315,-3144,1199,1768,2171,2990,4382,3808,2226,312,-3119,6789,39380,6281
-1,2025,507,663,742,1385,1774,1379,901,126,-1263,2784,1663,3705,2366,1339,0,587,860,993,1798,2203,1661,1119,157,-1568,600,812,933,1713,2160,1649,1097,154,-1537,6466,39457,6281
63,2060,724,1006,1235,1878,3020,2544,1534,215,-2149,2818,1529,3863,2066,1797,4,910,1295,1563,2389,3359,2751,1706,239,-2391,860,1181,1436,2254,3300,2669,1676,235,-2349,6720,39393,6281
-1,2041,808,1130,1402,2161,3171,2692,1611,226,-2257,2800,1616,3279,2013,1267,3,983,1372,1650,2604,3538,2951,1797,252,-2518,923,1337,1636,2559,3554,3001,1805,253,-2529,6582,39419,6281
-1,2041,847,1197,1465,2194,3224,2689,1638,230,-2295,2801,1457,2835,1935,901,4,1005,1454,1750,2659,3614,2966,1836,258,-2572,955,1424,1696,2624,3676,3039,1867,262,-2616,6586,39419,6281
-1,2042,818,1142,1408,2061,3172,2697,1611,226,-2258,2801,1420,2947,1893,1054,3,1001,1416,1691,2571,3544,2961,1800,253,-2522,936,1335,1597,2488,3509,2892,1783,250,-2497,6623,39412,6281
333,2047,787,1066,1327,2014,3056,2592,1552,218,-2175,2805,1554,3305,1975,1330,4,922,1307,1581,2448,3372,2778,1713,240,-2400,888,1302,1563,2428,3416,2820,1735,244,-2431,6666,39404,6281
-1,2106,599,821,1070,1825,2606,2081,1324,186,-1855,2864,1556,4320,2198,2122,1,788,1063,1264,2100,2923,2327,1485,208,-2080,670,900,1114,1854,2649,2062,1346,189,-1885,7229,39011,6281
-1,2158,905,1331,1623,2346,3491,2795,1773,249,-2485,2905,1440,2603,1708,895,0,1052,1556,1891,2653,3770,3027,1915,269,-2683,1000,1453,1756,2520,3801,3024,1931,271,-2705,7371,39025,6281
194,2171,883,1277,1646,2468,3620,3115,1839,258,-2576,2917,1204,2650,1626,1025,3,1173,1610,1986,2756,3902,3380,1982,278,-2777,1008,1439,1735,2594,3771,3233,1916,269,-2684,7369,39013,6281
162,2171,968,1473,1836,2667,3981,3208,2022,284,-2833,2917,1124,2536,1530,1006,7,1223,1793,2198,2992,4252,3474,2160,303,-3026,1075,1657,1992,2841,4216,3359,2142,301,-3001,7369,39013,6281
144,2181,883,1317,1666,2535,3795,3011,1928,271,-2701,2925,1195,2966,1720,1246,7,1137,1606,1899,2692,3965,3197,2014,283,-2822,994,1465,1729,2612,3893,3063,1978,278,-2771,7391,39019,6281
209,2169,910,1351,1758,2561,3841,3298,1951,274,-2734,2915,1199,2515,1545,970,4,1150,1649,2069,2811,4061,3467,2063,290,-2890,1003,1492,1850,2712,3972,3358,2018,283,-2827,7381,39014,6281
90,2072,693,944,1166,1904,2852,2290,1449,203,-2030,2828,1432,4494,2143,2351,6,814,1161,1408,2286,3162,2471,1606,225,-2250,822,1127,1395,2233,3161,2501,1606,225,-2250,6766,39384,6281
147,1747,1023,1486,1815,2537,3265,2863,1659,233,-2324,2643,1318,2280,1725,555,11,1082,1563,1986,2749,3497,2956,1776,249,-2489,1041,1514,1859,2520,3368,2893,1711,240,-2397,6509,39914,6281
314,1784,439,695,1002,1894,2083,1692,1058,149,-1482,2636,2411,3772,2950,823,42,562,959,1355,2432,2773,2274,1409,198,-1974,631,888,1103,1979,2443,1934,1241,174,-1739,6067,39717,6281
315,1957,786,1312,1986,2962,3418,3042,1736,244,-2433,2796,1863,2435,2102,333,3,819,1362,2056,3119,3527,3163,1792,251,-2510,879,1429,2138,3248,3664,3220,1861,261,-2608,6132,39708,6281
333,1970,780,1267,1850,2773,3382,2938,1718,241,-2407,2809,1644,2684,2039,646,2,757,1236,1802,2883,3357,2939,1705,239,-2389,827,1347,1900,2969,3576,3077,1817,255,-2545,6356,39674,6281
315,1947,867,1359,2028,2912,3608,3270,1833,257,-2568,2788,1551,2537,1845,692,2,823,1323,1922,2844,3495,3070,1775,249,-2487,925,1429,2004,2963,3701,3337,1880,264,-2634,6128,39718,6281
171,1704,627,972,1163,2514,2773,1944,1409,198,-1974,2544,1749,4471,3013,1458,5,574,987,1155,2837,2661,1810,1352,190,-1894,899,1246,1485,2857,3302,2393,1677,235,-2350,5082,40400,6281
4,1969,751,1217,1752,2722,2941,2609,1494,210,-2093,2812,1766,2438,2055,383,6,729,1178,1665,2530,2925,2563,1486,209,-2082,903,1362,1814,2804,3082,2598,1566,220,-2193,6393,39686,6281
83,1742,700,1058,1414,2564,3169,2421,1610,226,-2255,2577,1916,4686,3026,1660,77,658,964,1376,2751,3292,2247,1672,235,-2343,906,1320,1775,2830,3779,3043,1920,269,-2690,5727,40293,6281
112,1935,1130,1663,2033,2675,4138,3589,2102,295,-2945,2769,1144,2088,1436,652,8,1179,1781,2181,3043,4326,3646,2198,308,-3079,1196,1820,2226,2953,4223,3560,2145,301,-3006,5319,39391,6281
0,1919,1194,1924,2281,3010,4082,3403,2074,291,-2905,2768,1112,1548,1325,223,18,1341,2165,2561,3359,4582,3840,2328,327,-3261,1293,2062,2472,3254,4494,3735,2283,320,-3198,5335,39405,6281
-1,1891,1123,1644,2005,2691,4013,3549,2039,286,-2856,2731,972,3581,1414,2167,2,1225,1855,2236,3100,4202,3616,2135,300,-2991,1190,1768,2180,2911,4196,3577,2132,299,-2986,5145,39762,6281
31,1872,1034,1533,1884,2556,3761,3340,1911,268,-2677,2709,1127,4372,1600,2772,2,1080,1651,2000,3122,3983,3345,2023,284,-2835,1103,1660,2085,2813,4050,3431,2057,289,-2882,5129,39737,6281
303,1921,853,1397,1670,2122,3116,2649,1583,222,-2218,2772,900,1574,1204,371,30,1062,1751,2111,2711,3879,3314,1971,277,-2761,889,1442,1748,2271,3264,2757,1658,233,-2323,5370,39390,6281
54,1949,1076,1615,2045,2700,3985,3515,2024,284,-2836,2759,1080,1982,1356,626,4,1215,1887,2361,3052,4373,3833,2221,312,-3112,1131,1738,2213,2871,4190,3626,2129,299,-2982,5318,39390,6281
135,1949,1111,1646,2046,2580,4004,3523,2034,285,-2850,2797,1052,1971,1276,695,5,1202,1830,2270,3023,4250,3656,2159,303,-3025,1182,1785,2262,2948,4221,3621,2144,301,-3004,5380,39386,6281
31,1933,1042,1562,1968,2581,3804,3320,1932,271,-2707,2778,990,1951,1347,604,2,1201,1837,2302,3084,4196,3638,2132,299,-2986,1180,1786,2265,2981,4083,3518,2074,291,-2906,5353,39399,6281
175,1943,1092,1617,2048,2612,3972,3520,2018,283,-2827,2789,1050,2072,1329,743,9,1193,1829,2309,3101,4294,3681,2181,306,-3056,1172,1775,2270,2971,4188,3589,2128,299,-2981,5348,39387,6281
-1,1989,1052,1503,1870,2493,3879,3421,1971,277,-2761,2831,1152,2477,1406,1071,2,1195,1773,2240,2965,4281,3757,2175,305,-3047,1084,1617,2047,2715,4010,3459,2037,286,-2854,5342,39395,6281
6,2001,1262,1959,2513,3314,4186,3612,2126,298,-2979,2843,1187,1605,1354,252,4,1477,2267,2873,3833,4646,4071,2360,331,-3307,1313,2017,2591,3397,4189,3566,2128,299,-2981,5345,39111,6281
111,1908,1394,2152,2633,3312,4710,4073,2393,336,-3352,2741,984,1726,1190,536,7,1400,2188,2659,3379,4795,4122,2436,342,-3413,1334,1990,2508,3210,4562,3824,2317,325,-3247,5369,39409,6281
189,1928,1289,1920,2422,3109,4427,3883,2249,316,-3151,2768,1009,1799,1243,556,5,1307,2010,2558,3381,4610,3986,2342,329,-3281,1269,1913,2427,3116,4515,3854,2294,322,-3213,5462,39399,6281
320,1920,1177,1749,2133,2705,3987,3464,2025,284,-2838,2762,997,2029,1278,752,7,1238,1898,2290,3015,4233,3667,2150,302,-3013,1301,1971,2411,3105,4319,3732,2194,308,-3074,5277,39399,6281
329,1927,1052,1617,2038,2683,3818,3281,1940,272,-2717,2779,1014,1984,1345,639,5,1166,1791,2248,2996,4115,3516,2090,293,-2929,1152,1785,2257,2937,3977,3404,2020,284,-2830,5251,39416,6281
-1,1867,1096,1694,2106,2807,3971,3511,2017,283,-2826,2701,1074,1641,1320,321,1,1237,1930,2392,3267,4400,3858,2235,314,-3131,1140,1779,2241,2941,4153,3591,2110,296,-2956,5025,39767,6281
-1,1866,1130,1734,2171,2848,4065,3620,2065,290,-2893,2700,1053,1713,1261,452,2,1234,1911,2364,3269,4419,3891,2245,315,-3145,1158,1794,2245,2946,4269,3670,2169,304,-3038,4980,39745,6281
180,1869,1165,1772,2178,2863,4159,3754,2113,297,-2960,2704,1077,1936,1392,544,3,1254,1956,2373,3421,4377,3841,2224,312,-3115,1171,1834,2317,3083,4303,3744,2186,307,-3062,4983,39756,6281
75,1892,1069,1584,1961,2816,3744,3263,1902,267,-2665,2718,1025,3076,1557,1519,5,1162,1801,2192,3129,4152,3544,2109,296,-2955,1104,1665,2094,2840,4047,3383,2056,289,-2880,5349,39708,6281
104,1885,1175,1737,2100,2755,4101,3546,2083,292,-2919,2724,1048,3401,1394,2007,3,1195,1818,2184,3071,4113,3456,2089,293,-2927,1184,1766,2172,2871,4134,3443,2100,295,-2942,5175,39776,6281
180,1974,1079,1704,2145,2729,4006,3427,2035,286,-2851,2815,967,1735,1202,533,2,1233,1895,2394,3129,4239,3636,2153,302,-3017,1148,1785,2274,2926,3998,3394,2031,285,-2845,5288,39408,6281
-1,1862,1299,1927,2402,3085,4269,3710,2169,304,-3038,2699,930,1979,1289,690,1,1343,2076,2509,3763,4371,3715,2220,312,-3111,1373,2077,2593,3452,4513,3761,2293,322,-3212,5009,39759,6281
90,1864,1242,1867,2316,2909,4261,3629,2165,304,-3033,2700,1012,1615,1186,429,10,1356,2081,2540,3460,4654,3964,2364,332,-3312,1377,2088,2583,3285,4549,3838,2311,324,-3238,4965,39769,6281
143,1927,1139,1791,2260,3048,4205,3627,2136,300,-2993,2778,1057,1630,1287,343,4,1272,1972,2499,3286,4440,3858,2256,317,-3160,1252,1944,2461,3250,4389,3774,2230,313,-3124,5265,39423,6281
13,1924,982,1529,1898,2767,3865,3356,1963,276,-2751,2771,1132,1859,1405,454,8,1223,1822,2320,3066,4355,3844,2212,311,-3099,1206,1800,2342,3117,4340,3803,2205,309,-3089,5254,39421,6281
72,1923,1034,1585,1992,2840,3962,3456,2013,282,-2820,2771,1099,1945,1378,567,5,1269,1914,2438,3229,4459,3935,2265,318,-3173,1229,1852,2371,3155,4457,3887,2264,318,-3172,5262,39408,6281
-1,1923,1053,1629,2062,2818,3947,3465,2005,281,-2809,2773,1073,1711,1321,390,1,1208,1836,2343,3050,4252,3753,2160,303,-3026,1231,1863,2409,3117,4330,3790,2200,309,-3082,5241,39423,6281
2,1968,1179,1837,2300,2988,3952,3433,2008,282,-2813,2798,1165,1561,1304,257,10,1328,2088,2563,3326,4476,3899,2274,319,-3186,1226,1975,2453,3131,4196,3622,2132,299,-2986,5314,39397,6281
225,1859,1260,1894,2335,3105,4228,3542,2148,301,-3009,2698,1010,2100,1343,757,2,1308,2057,2401,3646,4380,3614,2225,312,-3117,1309,2010,2475,3306,4398,3622,2234,314,-3130,4997,39770,6281
-1,1848,1291,1940,2378,2987,4183,3871,2125,298,-2977,2678,1012,1555,1133,422,2,1369,2088,2577,3412,4482,4021,2277,320,-3190,1288,1966,2441,3119,4395,3908,2233,313,-3128,4872,39780,6281
283,1879,869,1249,1558,2253,3190,2752,1621,227,-2270,2715,1165,3591,1633,1958,15,991,1498,1835,2727,3531,3035,1794,252,-2513,978,1482,1847,2549,3680,3071,1869,262,-2619,5221,39739,6281
98,2034,1174,1886,2387,3325,4138,3597,2102,295,-2945,2864,1369,1796,1542,254,15,1361,2187,2792,3757,4694,4099,2385,335,-3341,1306,2054,2630,3532,4467,3839,2269,318,-3179,5884,38998,6281
231,1953,1353,2034,2533,3390,4502,4035,2287,321,-3204,2794,984,1917,1296,621,6,1451,2201,2758,3623,4807,4289,2442,343,-3421,1374,2060,2596,3379,4622,4102,2348,330,-3289,5650,39363,6281
-1,2238,466,671,816,1621,1922,1414,976,137,-1368,2991,2528,4189,3201,988,1,692,935,1090,2033,2697,2018,1370,192,-1919,486,694,786,1628,2030,1471,1031,145,-1445,7964,38568,6151
-1,2168,719,957,1195,1850,2485,2077,1262,177,-1769,2911,1472,3335,1909,1426,3,887,1151,1340,2090,2824,2293,1435,201,-2010,882,1164,1435,2133,2874,2327,1460,205,-2045,7630,38946,6281
-1,2281,507,739,995,1971,2571,2064,1306,183,-1830,3039,1926,4332,2720,1612,8,712,991,1247,2306,3010,2454,1529,215,-2142,564,785,991,1933,2548,2017,1294,182,-1813,8452,38453,6281
101,2364,587,790,1053,1765,2259,1847,1148,161,-1608,3121,1780,3440,2354,1086,4,752,1078,1296,2120,2758,2244,1401,197,-1963,586,808,985,1758,2217,1763,1126,158,-1578,8962,38050,6281
182,2400,539,919,1246,2050,2117,1654,1075,151,-1507,3162,2030,3382,2435,947,15,625,1056,1388,2298,2400,1909,1219,171,-1708,474,822,1084,1933,2046,1536,1039,146,-1456,9425,37634,6281
-1,2104,675,941,1178,2060,2845,2243,1445,203,-2025,2859,1351,4187,2100,2087,1,847,1173,1374,2341,3134,2477,1592,223,-2230,757,1002,1215,2019,2849,2216,1447,203,-2028,7207,39014,6281
-1,2263,568,738,884,1650,2212,1688,1124,158,-1574,3016,2440,4098,3021,1077,1,687,949,1104,2115,2720,2035,1382,194,-1936,616,814,936,1776,2388,1781,1213,170,-1700,8306,38493,6151
82,2203,740,974,1269,2010,2836,2372,1441,202,-2018,2953,1489,3987,1990,1997,3,899,1236,1507,2334,3230,2633,1641,230,-2299,761,989,1209,1985,2764,2241,1404,197,-1967,7672,38568,6281
-1,2269,475,678,838,1508,1911,1475,971,136,-1360,3020,2069,3279,2590,689,2,684,962,1169,1926,2564,2005,1303,183,-1825,487,698,829,1563,1960,1488,996,140,-1395,8303,38508,6151
-1,2262,480,643,749,1511,1880,1423,955,134,-1338,3016,2636,3661,3182,479,1,638,884,1051,1915,2508,1916,1274,179,-1785,470,665,768,1557,1912,1415,971,136,-1361,8218,38521,6151
-1,2256,643,817,1003,1688,2601,2077,1321,185,-1851,3010,1729,4430,2366,2064,2,778,1061,1238,2172,3038,2333,1543,217,-2162,733,943,1103,1835,2738,2141,1391,195,-1949,8130,38518,6281
-1,2156,710,973,1206,1938,3139,2593,1595,224,-2234,2907,1422,3423,1891,1532,3,987,1293,1509,2215,3462,2872,1759,247,-2464,848,1177,1382,2231,3440,2798,1748,245,-2448,7368,39017,6281
-1,2155,687,965,1203,1918,3039,2452,1544,217,-2163,2905,1366,3648,1826,1823,2,956,1291,1523,2243,3345,2730,1699,238,-2381,824,1157,1372,2227,3308,2669,1680,236,-2354,7368,39017,6281
107,2120,991,1459,1906,2795,3678,3207,1868,262,-2618,2875,1387,2353,1709,644,9,1161,1732,2196,3121,3991,3478,2027,285,-2840,1101,1676,2134,3102,3949,3447,2006,282,-2811,6816,39106,6281
17,2292,466,682,888,1695,2059,1553,1046,147,-1465,3050,2152,3894,2748,1147,10,618,946,1168,2164,2631,2024,1337,188,-1872,496,743,950,1779,2173,1646,1104,155,-1547,8477,38451,6281
231,2331,483,685,865,1801,2087,1721,1060,149,-1485,3091,2762,4190,3380,810,5,709,975,1154,2195,2668,2187,1355,190,-1899,573,783,939,1917,2240,1810,1138,160,-1594,8690,38096,6281
180,2117,569,815,987,1692,2216,1691,1126,158,-1577,2873,1491,3508,1954,1555,3,777,1124,1340,2119,2733,2113,1388,195,-1945,588,864,1025,1816,2300,1735,1168,164,-1637,7228,38997,6281
151,2265,666,901,1122,1876,2448,1909,1244,175,-1742,3014,1725,3703,2303,1400,9,776,1150,1365,2326,2840,2159,1443,202,-2021,747,1106,1345,2239,2782,2086,1413,198,-1980,7941,38564,6281
170,2285,595,899,1188,1685,2077,1669,1055,148,-1478,3032,1190,3392,1713,1679,25,696,1136,1404,2089,2366,1837,1202,169,-1684,587,933,1171,1743,2082,1590,1058,148,-1482,7988,38555,6281
-1,2267,448,611,720,1550,1794,1330,911,128,-1277,3020,2828,4220,3443,777,2,579,824,961,1909,2339,1754,1188,167,-1665,452,651,744,1545,1857,1381,943,132,-1322,8298,38501,6151
68,2245,555,744,932,1707,2510,1956,1275,179,-1786,2994,2122,3776,2632,1144,15,812,1103,1297,2228,3102,2403,1576,221,-2208,686,847,997,1790,2532,1918,1286,181,-1802,8062,38566,6151
-1,2165,946,1285,1616,2427,3539,2845,1798,252,-2519,2911,1157,3504,1791,1713,1,1150,1552,1864,2669,3823,3116,1942,273,-2721,1098,1486,1794,2473,3659,3035,1859,261,-2604,7386,38977,6281
-1,2165,999,1464,1813,2651,3675,2920,1867,262,-2615,2912,1222,3042,1583,1459,0,1172,1667,2000,2770,3893,3146,1978,278,-2771,1083,1575,1876,2671,3863,3031,1962,275,-2749,7386,38977,6281
146,2169,816,1165,1464,2277,3532,2821,1794,252,-2514,2914,1135,3337,1662,1675,3,1141,1519,1788,2483,3794,3091,1927,271,-2700,978,1350,1587,2360,3713,2981,1886,265,-2643,7387,39014,6281
144,2171,926,1449,1755,2644,3848,3121,1955,274,-2739,2916,1302,2731,1697,1035,4,1111,1636,1962,2824,4027,3224,2046,287,-2866,1027,1552,1834,2718,3968,3167,2016,283,-2824,7402,39020,6281
-1,2157,859,1203,1455,2135,3361,2711,1707,240,-2392,2903,1276,2303,1602,701,0,1011,1458,1757,2503,3741,3009,1900,267,-2662,993,1379,1627,2311,3680,2973,1869,262,-2619,7374,39030,6151
-1,2158,920,1270,1576,2348,3536,2936,1796,252,-2517,2904,1259,2716,1617,1099,0,1089,1508,1828,2578,3801,3194,1931,271,-2705,1019,1412,1685,2509,3756,3091,1908,268,-2673,7393,39032,6281
-1,2177,737,999,1230,1826,3139,2614,1595,224,-2234,2921,1317,3960,2010,1951,2,960,1321,1577,2431,3431,2744,1743,245,-2442,872,1224,1460,2254,3451,2783,1753,246,-2456,7551,38981,6281
131,2203,1106,1708,2149,2907,4037,3425,2051,288,-2873,2944,1148,2023,1463,561,9,1375,1983,2493,3378,4404,3705,2237,314,-3134,1259,1858,2288,3184,4295,3604,2182,306,-3057,7622,38696,6281
260,2208,829,1243,1608,2288,3224,2624,1638,230,-2295,2949,1152,2426,1616,810,7,994,1465,1732,2516,3512,2898,1784,250,-2499,933,1416,1726,2514,3443,2821,1749,245,-2450,7622,38696,6281
-1,2155,786,1072,1310,1918,3153,2625,1602,225,-2244,2904,1201,3078,1681,1397,2,946,1343,1616,2272,3411,2791,1733,243,-2428,939,1280,1522,2212,3474,2818,1765,248,-2472,7326,39029,6281
-1,2154,790,1060,1320,2002,3317,2821,1685,237,-2361,2903,1395,2971,1813,1158,1,1032,1365,1638,2394,3628,3044,1843,259,-2582,970,1305,1561,2333,3660,3068,1859,261,-2605,7316,39031,6281
-1,2095,759,1104,1379,2247,2712,2362,1378,193,-1930,2850,1901,2956,2217,740,0,975,1399,1726,2660,3159,2694,1605,225,-2248,875,1258,1549,2505,3051,2606,1550,218,-2171,6997,39355,6281
63,2051,1005,1555,1947,2626,3834,3254,1948,273,-2729,2809,1184,1802,1470,332,6,1227,1883,2322,3123,4353,3685,2211,310,-3098,1171,1829,2277,3066,4298,3627,2183,306,-3059,6669,39403,6281
-1,2116,859,1200,1474,2328,3420,2723,1737,244,-2434,2869,1390,3360,1991,1369,2,1093,1504,1799,2780,3825,3050,1943,273,-2722,1016,1442,1678,2734,3805,2964,1933,271,-2708,7232,39012,6281
-1,2026,775,1087,1398,2099,3086,2734,1568,220,-2196,2785,1686,3510,1983,1527,2,960,1342,1679,2517,3454,2990,1755,246,-2458,878,1263,1586,2471,3422,2998,1738,244,-2435,6491,39444,6281
-1,1965,760,1005,1279,1780,2771,2490,1408,198,-1972,2734,1245,2765,1595,1170,0,944,1304,1603,2352,3198,2701,1625,228,-2276,920,1283,1636,2316,3257,2742,1655,232,-2318,6151,39752,6281
-1,2226,722,931,1155,1794,2780,2346,1412,198,-1979,2978,1355,4318,1799,2519,2,864,1184,1424,2215,3201,2525,1626,228,-2278,802,1055,1299,1927,2925,2379,1486,209,-2082,7874,38576,6151
-1,2165,819,1171,1634,2365,2929,2667,1488,209,-2085,2909,1296,2749,1654,1095,0,1041,1418,1847,2528,3241,2934,1646,231,-2307,969,1340,1803,2475,3183,2897,1617,227,-2265,7668,38916,6281
-1,2256,738,1053,1467,2205,2918,2532,1482,208,-2077,3007,1382,3228,1786,1442,1,902,1261,1610,2486,3254,2728,1653,232,-2316,756,1037,1300,2127,2834,2341,1440,202,-2017,8233,38507,6281
-1,2037,601,884,1216,2079,2595,2192,1318,185,-1847,2795,1852,3208,2279,929,1,817,1150,1489,2324,2897,2458,1472,207,-2062,761,1056,1385,2207,2887,2353,1467,206,-2055,6583,39423,6281
-1,2039,670,906,1124,1798,2390,1932,1214,170,-1701,2797,1584,3102,1911,1191,2,779,1091,1350,2056,2764,2224,1404,197,-1967,804,1105,1374,2053,2866,2310,1456,204,-2040,6515,39422,6281
-1,2163,865,1223,1534,2231,3483,2923,1769,248,-2479,2905,1199,2975,1761,1214,2,988,1424,1731,2495,3626,2989,1842,259,-2581,972,1375,1671,2446,3665,2995,1862,261,-2608,7527,38976,6161
-1,2097,683,970,1299,2051,2871,2424,1458,205,-2043,2854,1275,3411,1943,1468,1,901,1251,1559,2454,3282,2750,1667,234,-2336,781,1060,1347,2211,2945,2433,1496,210,-2096,7212,39371,6161
-1,2155,741,1005,1273,2009,3202,2686,1627,228,-2279,2904,1488,3134,1870,1265,2,996,1374,1666,2414,3610,3040,1834,257,-2569,926,1267,1541,2341,3628,3032,1843,259,-2582,7340,39027,6161
-1,2189,776,1076,1399,2358,3580,2890,1819,255,-2548,2953,1742,3417,2306,1111,2,874,1239,1530,2466,3850,3321,1956,275,-2740,832,1136,1447,2403,3706,2989,1883,264,-2638,8554,38711,6281
-1,2190,698,1002,1304,2232,3169,2661,1610,226,-2255,2954,1849,3072,2378,694,1,841,1308,1729,2784,3772,3275,1916,269,-2685,759,1128,1462,2532,3435,2838,1745,245,-2445,8551,38593,6281
-1,2189,609,881,1197,2097,3174,2691,1612,226,-2259,2953,1828,3845,2453,1392,0,749,1090,1369,2347,3486,2867,1771,249,-2481,715,989,1247,2317,3250,2637,1651,232,-2313,8487,38671,6281
-1,2201,692,1006,1372,2332,2995,2595,1521,214,-2132,2965,1952,3185,2460,725,3,801,1245,1644,2628,3358,2951,1706,239,-2390,713,1061,1392,2397,3131,2677,1591,223,-2228,8542,38369,6281
45,2193,775,1142,1487,2487,3560,2961,1808,254,-2534,2955,1844,3030,2404,626,3,900,1419,1871,3024,4165,3591,2116,297,-2964,828,1267,1649,2837,3866,3154,1964,276,-2751,8612,38701,6281
297,2199,699,1002,1344,2299,3035,2596,1542,216,-2160,2964,1935,3191,2495,696,4,806,1220,1580,2545,3440,2987,1748,245,-2448,710,1041,1349,2313,3121,2647,1585,223,-2221,8547,38714,6281
-1,2189,612,860,1134,2058,3057,2453,1553,218,-2176,2954,1595,3569,2216,1353,1,773,1153,1459,2418,3643,3068,1851,260,-2593,744,1034,1284,2367,3302,2646,1677,235,-2350,8526,38692,6281
