Asp,Elev,FalB1,FalB2,FalB3,FalB4,FalB5,FalB6,FalTCb,FalTCg,FalTCw,LAE,NDVIMin,NDVIMax,NDVIMedian,NDVIDiff,Slpp,SprB1,SprB2,SprB3,SprB4,SprB5,SprB6,SprTCb,SprTCg,SprTCw,SumB1,SumB2,SumB3,SumB4,SumB5,SumB6,SumTcb,SumTcg,SumTCw,ppti,tavei,dep
12,2123,652,981,1232,1983,2629,1904,1336,187,-1871,3364,2100,3607,2656,951,12,658,988,1098,2319,2749,2061,1396,196,-1956,762,1044,1342,2306,3086,2281,1568,220,-2196,8025,34899,6285
338,2115,749,1156,1581,2385,3022,2313,1535,215,-2151,3360,1755,3063,2296,767,15,765,1207,1497,2825,3033,2348,1541,216,-2159,894,1374,1844,2822,3400,2618,1727,242,-2420,8250,34856,6285
259,2110,603,931,1258,2120,2601,1863,1321,185,-1851,3352,1897,3541,2606,935,8,551,911,1123,2411,2450,1819,1245,175,-1744,645,1025,1377,2369,2828,2089,1437,202,-2013,8022,34924,6285
221,2051,936,1368,1760,2749,3057,2403,1553,218,-2176,3290,1186,2505,1905,600,19,997,1587,1887,3081,3419,2828,1737,244,-2433,1020,1535,1918,3002,3576,2851,1817,255,-2545,7230,35163,6287
273,2199,476,742,976,1750,2324,1702,1181,166,-1654,3445,2159,3920,2637,1283,28,610,980,1144,2648,2514,1916,1277,179,-1789,700,1056,1382,2303,2972,2206,1510,212,-2115,8259,34699,6285
51,2214,543,792,1047,1864,2653,1887,1348,189,-1888,3456,2433,4507,3136,1371,17,559,866,956,2524,2479,1790,1259,177,-1764,645,938,1179,2302,3001,2105,1525,214,-2136,8824,34603,6285
156,2186,749,1183,1642,2593,3577,2726,1817,255,-2546,3423,2038,3513,2510,1003,16,750,1133,1351,2819,3234,2525,1643,231,-2302,928,1420,1852,3061,3852,2979,1957,275,-2741,8260,34874,6285
283,2094,678,1077,1357,2294,2814,2177,1430,201,-2003,3336,1806,3098,2371,727,6,750,1278,1535,2866,2967,2338,1507,212,-2112,881,1398,1760,2772,3314,2644,1684,236,-2359,7945,35047,6285
297,2133,581,883,1160,2040,2524,1743,1282,180,-1796,3381,1968,3768,2726,1042,31,621,1080,1247,2720,2686,2023,1364,192,-1912,791,1241,1644,2698,3240,2448,1646,231,-2306,8159,34890,6285
349,2172,678,931,1210,1721,2027,1724,1030,145,-1443,3423,1066,2128,1630,498,38,984,1460,1935,2725,2894,2460,1470,206,-2060,892,1334,1755,2467,2715,2306,1379,194,-1932,8218,34873,6285
347,2449,581,863,1139,1966,2689,1790,1366,192,-1914,3696,2187,4585,3057,1528,13,573,884,971,2446,2608,1792,1325,186,-1856,682,1007,1326,2418,3164,2158,1607,226,-2252,10144,34104,6285
303,2085,543,883,1190,1966,2495,1811,1267,178,-1776,3328,1817,3549,2275,1274,20,691,1102,1273,2724,2805,2136,1425,200,-1996,815,1235,1618,2621,3247,2457,1649,232,-2311,7570,35102,6285
297,2113,581,863,1160,1864,2552,1887,1296,182,-1816,3355,2065,3678,2495,1183,21,628,1041,1218,2562,2601,2020,1321,185,-1851,701,1103,1418,2328,3060,2337,1554,218,-2178,7738,34972,6285
225,2056,581,909,1190,2216,2715,1904,1379,194,-1932,3295,1915,3614,2462,1152,2,647,1065,1263,2680,2805,2157,1425,200,-1996,773,1178,1564,2614,3316,2500,1685,236,-2360,7521,35127,6285
149,2069,476,692,909,1795,2715,1887,1379,194,-1932,3308,2481,4292,2993,1299,7,541,798,877,2388,2614,1888,1328,186,-1860,711,994,1289,2359,3281,2357,1667,234,-2335,7675,35139,6285
240,2044,936,1513,2033,2945,3577,2890,1817,255,-2546,3283,1618,2436,1908,528,7,982,1664,2120,3284,3660,3023,1859,261,-2605,1038,1593,2153,3185,3828,3073,1945,273,-2724,7431,35170,6285
156,2070,581,863,1139,2147,3022,1969,1535,215,-2151,3308,2500,5148,3133,2015,8,463,696,692,2604,2389,1571,1214,170,-1700,677,968,1309,2469,3355,2271,1704,239,-2388,7589,35100,6285
173,2395,678,1029,1309,2271,3022,2158,1535,215,-2151,3637,2184,3919,2784,1135,7,671,1054,1174,2702,2892,2120,1469,206,-2058,781,1171,1460,2699,3397,2438,1726,242,-2418,9934,34252,6285
84,2380,603,883,1160,2120,2996,2023,1522,214,-2132,3622,2476,4808,3255,1553,8,581,903,934,2666,2558,1792,1299,182,-1821,700,1021,1305,2529,3217,2226,1634,229,-2290,9623,34308,6285
187,2226,678,1101,1581,2711,3577,2689,1817,255,-2546,3465,2158,3908,2795,1113,19,661,1039,1235,2936,3019,2304,1534,215,-2149,780,1184,1576,2827,3565,2683,1811,254,-2537,8524,34649,6285
215,2061,1155,1702,2257,3035,3968,3110,2016,283,-2824,3299,1313,2435,1657,778,30,1139,1730,2136,3555,3808,3086,1934,272,-2710,1329,1926,2524,3648,4228,3404,2148,301,-3009,7341,35193,6285
21,2194,628,955,1258,2065,2780,2107,1412,198,-1979,3437,1864,3295,2416,879,14,757,1169,1408,2693,3044,2417,1546,217,-2166,803,1206,1533,2497,3346,2571,1700,239,-2381,8362,34832,6285
104,2043,561,792,1047,1890,2761,1945,1403,197,-1965,3282,2177,3977,2702,1275,3,617,952,1061,2461,2812,2142,1428,200,-2001,766,1079,1377,2401,3354,2517,1704,239,-2387,7373,35169,6285
180,2145,936,1368,1946,2945,3640,2783,1849,260,-2591,3383,1521,2547,1902,646,14,1031,1661,2171,3585,3678,3006,1868,262,-2618,1052,1665,2211,3347,4113,3270,2089,293,-2927,7700,34978,6285
0,2081,492,662,865,1610,2183,1549,1109,156,-1554,3322,2312,4951,3380,1571,18,576,885,907,2563,2475,1702,1257,176,-1761,545,835,1031,2090,2632,1776,1337,188,-1873,7594,35113,6285
205,2072,836,1395,1915,2847,3776,2969,1918,269,-2687,3311,1861,3128,2290,838,16,825,1277,1577,2907,3405,2680,1730,243,-2423,897,1375,1832,2887,3869,3018,1965,276,-2754,7643,35115,6285
40,2392,505,767,976,1983,2587,1673,1314,184,-1841,3635,2435,5625,3951,1674,20,484,771,740,2648,2329,1533,1183,166,-1658,584,865,1060,2521,2880,1864,1463,205,-2050,9763,34277,6285
117,2039,561,792,976,1635,2392,1790,1215,171,-1702,3276,2182,3789,2753,1036,4,534,800,870,2024,2339,1813,1188,167,-1665,631,909,1143,2013,2732,2026,1388,195,-1944,7010,35264,6286
220,2111,543,792,1047,1935,2689,1863,1366,192,-1914,3351,2256,4472,3085,1387,12,561,847,901,2417,2464,1809,1252,176,-1754,665,970,1246,2301,3007,2164,1528,214,-2140,7831,34974,6285
71,2343,476,692,865,1983,2433,1559,1236,173,-1732,3582,2620,5970,3795,2175,19,439,754,699,2834,2210,1369,1123,158,-1573,620,895,1102,2558,3022,1969,1535,215,-2151,8968,34432,6285
184,2068,581,838,1117,2040,2950,1997,1499,210,-2100,3307,2475,4623,3127,1496,6,496,768,801,2507,2550,1756,1295,182,-1815,683,959,1252,2447,3240,2196,1646,231,-2306,7612,35116,6285
194,2113,865,1339,1882,2961,3600,2635,1829,257,-2562,3346,1852,3980,2412,1568,32,831,1269,1458,3110,3295,2583,1674,235,-2345,923,1461,1875,3073,3747,2840,1903,267,-2667,7577,35000,6285
214,2081,776,1213,1613,2573,3488,2552,1772,249,-2482,3322,1929,3713,2400,1313,6,722,1155,1353,2883,3016,2304,1532,215,-2146,889,1345,1751,2789,3674,2782,1866,262,-2615,7694,35137,6285
243,2173,1300,1949,2354,2967,3914,3216,1988,279,-2786,3418,1100,2158,1625,533,36,1459,2216,2621,3879,4170,3453,2118,297,-2968,1342,1889,2332,3387,4021,3301,2043,287,-2862,7577,35000,6286
135,2139,936,1488,2075,2961,3706,2992,1883,264,-2638,3378,1648,2579,1975,604,2,1013,1568,1913,3255,3709,3065,1884,264,-2640,1118,1619,2156,3239,4076,3307,2071,291,-2901,7741,34964,6285
187,2037,749,1183,1518,2415,3159,2415,1605,225,-2248,3274,1742,2987,2128,859,10,805,1305,1590,2916,3202,2599,1627,228,-2279,987,1446,1841,2957,3648,2856,1853,260,-2596,7180,35192,6290
315,2421,628,955,1258,2325,2814,1887,1430,201,-2003,3664,2146,3979,2890,1089,2,643,999,1125,2644,2903,2084,1475,207,-2066,734,1142,1486,2741,3394,2356,1724,242,-2416,9828,34183,6285
175,2198,703,1134,1613,2711,3318,2458,1686,237,-2361,3436,1907,3493,2554,939,21,762,1186,1489,3149,3066,2360,1558,219,-2182,828,1299,1795,3027,3577,2733,1817,255,-2546,7982,34912,6285
242,2129,965,1420,1760,2749,3094,2370,1572,221,-2202,3371,1515,2535,1869,666,30,1033,1617,1944,3121,3409,2778,1732,243,-2426,1102,1681,2057,3068,3650,2916,1854,260,-2598,7488,35003,6285
90,2120,678,931,1190,1983,2893,2125,1470,206,-2059,3356,1991,3619,2511,1108,18,712,1116,1246,2657,2937,2253,1492,209,-2090,824,1152,1452,2441,3362,2508,1708,240,-2393,7570,34996,6285
14,2424,525,767,976,1966,2587,1673,1314,184,-1841,3668,2612,5222,3712,1510,10,503,794,814,2584,2422,1617,1230,173,-1724,606,912,1144,2390,2991,2018,1519,213,-2129,9770,34177,6285
77,2199,543,838,1160,2147,2893,2023,1470,206,-2059,3440,2613,4691,3420,1271,15,528,850,944,2599,2607,1867,1324,186,-1855,672,964,1283,2601,3185,2240,1618,227,-2267,8868,34717,6285
209,2049,703,1077,1443,2294,3255,2552,1654,232,-2317,3288,1953,3102,2312,790,4,820,1223,1472,2679,3236,2644,1644,231,-2303,877,1271,1671,2659,3656,2901,1857,261,-2602,7417,35149,6285
49,2389,543,792,1020,2065,2629,1673,1336,187,-1871,3630,2326,5393,3730,1663,24,520,833,814,2705,2383,1576,1211,170,-1696,609,918,1140,2557,2974,1948,1511,212,-2117,9682,34291,6285
148,2083,652,955,1286,2147,3318,2415,1686,237,-2361,3322,2179,3934,2669,1265,8,613,940,1060,2571,2962,2284,1505,211,-2108,804,1117,1483,2530,3581,2712,1819,255,-2549,7805,35111,6285
163,2121,561,815,1092,2040,3057,2051,1553,218,-2176,3360,2427,5146,3219,1927,14,535,812,855,2569,2706,1895,1375,193,-1926,744,1040,1353,2502,3500,2481,1778,250,-2491,7821,34964,6285
259,2364,1090,1616,2011,2922,3776,2812,1918,269,-2687,3608,1571,2849,2009,841,18,902,1482,1727,3107,3516,2630,1786,251,-2502,1031,1616,2027,3040,3854,2853,1958,275,-2743,9319,34460,6285
108,2062,725,1134,1443,2325,2911,2259,1479,208,-2072,3301,1897,3122,2440,682,3,789,1204,1443,2642,3095,2513,1572,221,-2203,832,1262,1600,2633,3301,2633,1677,235,-2349,7533,35128,6285
175,2339,725,1183,1850,2967,3889,2890,1976,277,-2768,3576,1704,3186,2320,867,31,850,1393,1813,3577,3689,2918,1874,263,-2625,850,1329,1919,3424,3914,2976,1988,279,-2786,9653,34303,6285
48,2365,492,716,909,1913,2413,1559,1226,172,-1717,3608,2659,5682,3799,1884,20,449,734,699,2589,2201,1411,1118,157,-1566,577,855,1052,2412,2832,1848,1439,202,-2016,9861,34253,6285
169,2038,561,815,1070,1844,2715,2023,1379,194,-1932,3276,2238,3985,2744,1241,4,553,832,926,2292,2628,1982,1335,187,-1870,692,959,1246,2269,3104,2254,1577,221,-2209,7231,35204,6285
252,2097,1024,1702,2215,2993,3813,2992,1937,272,-2714,3339,1452,2497,1764,733,20,951,1588,1919,3312,3619,2890,1838,258,-2576,1200,1794,2317,3324,4033,3218,2049,288,-2870,7417,35145,6285
180,2045,703,1077,1443,2271,3211,2552,1631,229,-2285,3284,1889,3140,2301,839,2,794,1176,1407,2692,3221,2623,1636,230,-2292,882,1297,1733,2705,3653,2933,1856,260,-2600,7411,35160,6285
174,2194,804,1308,1882,2774,3658,2890,1858,261,-2603,3431,1907,3364,2452,912,12,733,1157,1418,2885,3087,2401,1568,220,-2197,813,1251,1679,2788,3521,2689,1789,251,-2506,8177,34893,6285
225,2031,749,1156,1492,2415,3318,2458,1686,237,-2361,3269,1876,3033,2242,791,11,827,1320,1537,2794,3366,2659,1710,240,-2396,902,1361,1728,2753,3645,2823,1852,260,-2594,7089,35238,6285
69,2122,749,1053,1406,2325,2950,2177,1499,210,-2100,3361,1469,2741,1877,864,7,896,1343,1684,2985,3303,2594,1678,236,-2351,992,1412,1928,2924,3535,2719,1796,252,-2516,7406,34974,6285
159,2420,543,815,1139,2015,2587,1837,1314,184,-1841,3660,2346,4667,3065,1603,12,507,849,963,2574,2243,1643,1139,160,-1596,641,957,1308,2478,2847,2074,1446,203,-2026,10064,34032,6285
220,2144,965,1368,1789,2774,3488,2635,1772,249,-2482,3384,1572,2763,2049,714,13,992,1627,1983,3383,3728,3020,1894,266,-2653,1073,1544,2061,3242,3876,3042,1969,276,-2759,7700,34978,6285
251,2118,581,931,1258,2197,2893,2158,1470,206,-2059,3358,2079,3827,2684,1143,15,646,984,1148,2682,2719,2078,1381,194,-1935,725,1082,1455,2603,3206,2426,1629,229,-2282,7942,34922,6285
135,2028,561,792,1020,1721,2524,1863,1282,180,-1796,3267,2132,3716,2698,1019,2,556,828,955,2127,2539,1949,1290,181,-1807,668,956,1220,2120,2902,2158,1474,207,-2065,7041,35272,6286
195,2174,965,1582,2335,3012,4143,3291,2105,295,-2949,3414,1541,2464,1882,583,14,981,1603,2076,3458,3803,3113,1932,271,-2707,1035,1623,2281,3368,4189,3368,2128,299,-2981,8126,34888,6285
211,2135,836,1250,1789,2979,3525,2552,1791,251,-2509,3373,1540,3376,2208,1168,20,768,1349,1655,3432,3137,2428,1594,224,-2233,1008,1576,2130,3400,3716,2798,1888,265,-2645,7603,34969,6285
187,2319,603,1029,1642,2869,3404,2483,1729,243,-2423,3557,1962,3723,2571,1152,26,641,1105,1479,3148,2976,2279,1512,212,-2118,770,1234,1859,3144,3537,2706,1797,252,-2517,9598,34316,6285
163,2066,1155,1798,2302,2967,4059,3280,2062,289,-2889,3301,1327,2111,1594,517,14,1204,1831,2267,3438,4034,3332,2049,288,-2871,1268,1888,2466,3478,4380,3522,2225,312,-3117,7256,35189,6285
173,2168,678,1029,1384,2385,3338,2483,1696,238,-2376,3406,2098,3541,2593,948,16,728,1131,1334,2810,3137,2439,1594,224,-2233,791,1186,1558,2696,3621,2799,1839,258,-2577,8260,34874,6285
162,2082,804,1250,1726,2711,3658,2746,1858,261,-2603,3322,1879,3119,2371,748,11,823,1289,1550,2953,3213,2567,1632,229,-2287,902,1343,1747,2836,3719,2888,1889,265,-2647,7958,34991,6285
270,2026,652,955,1210,2092,2814,2107,1430,201,-2003,3265,2203,3684,2645,1039,3,691,1004,1116,2444,2799,2171,1422,200,-1992,772,1130,1429,2513,3196,2390,1624,228,-2275,7164,35223,6286
20,2083,476,662,865,1721,2131,1448,1083,152,-1517,3324,2195,5168,3322,1846,16,454,703,684,2354,2182,1412,1108,156,-1553,571,845,1025,2305,2659,1698,1351,190,-1892,7416,35130,6285
37,2142,1024,1554,2236,2993,3763,3110,1912,268,-2678,3382,1416,2156,1674,482,16,1027,1713,2232,3365,3766,3220,1913,269,-2680,1066,1629,2272,3210,3942,3297,2003,281,-2806,7683,34985,6285
248,2073,703,1053,1406,2271,3318,2483,1686,237,-2361,3314,2031,3765,2497,1268,4,669,1033,1184,2654,2947,2273,1497,210,-2097,830,1183,1573,2554,3574,2740,1816,255,-2544,7612,35087,6285
334,2374,995,1420,1818,2749,3404,2483,1729,243,-2423,3617,1723,3322,2266,1056,11,1205,1916,2207,3679,4005,3121,2035,286,-2850,930,1499,1834,3051,3642,2708,1850,260,-2592,9164,34496,6285
170,2085,603,955,1210,2325,2715,1945,1379,194,-1932,3326,2141,3900,2960,940,7,638,1065,1188,2712,2764,2088,1404,197,-1967,744,1141,1416,2692,3227,2355,1639,230,-2297,7958,34991,6285
304,2097,543,767,976,1844,2324,1621,1181,166,-1654,3341,2312,4844,3490,1354,16,502,779,786,2317,2163,1511,1099,154,-1539,525,798,959,2129,2463,1653,1251,176,-1753,7738,34972,6285
45,2042,543,767,950,1702,2433,1743,1236,173,-1732,3281,2400,4388,3012,1376,9,495,761,812,2204,2436,1776,1237,174,-1734,641,885,1126,2082,2882,2084,1464,205,-2051,7100,35260,6285
253,2043,628,909,1117,1935,2689,1904,1366,192,-1914,3284,2032,3340,2471,869,19,712,1072,1248,2413,2881,2296,1464,205,-2050,794,1235,1490,2412,3297,2530,1675,235,-2346,7183,35226,6286
191,2019,678,1053,1357,2216,2814,2233,1430,201,-2003,3258,1987,3581,2482,1099,2,695,1056,1215,2579,2808,2224,1426,200,-1998,760,1080,1398,2453,3097,2367,1573,221,-2204,6965,35285,6286
201,2073,678,1006,1309,2216,3318,2336,1686,237,-2361,3311,2243,4564,2959,1605,7,613,929,1004,2690,2770,1987,1407,198,-1971,767,1090,1437,2503,3512,2534,1784,250,-2499,7341,35178,6285
60,2086,628,931,1210,1966,2950,2233,1499,210,-2100,3324,2041,3667,2500,1167,7,652,1006,1157,2418,2908,2221,1477,207,-2070,761,1088,1425,2367,3363,2552,1708,240,-2393,7516,35160,6285
128,2215,561,863,1117,2216,2814,1945,1430,201,-2003,3451,2267,4301,3040,1261,20,589,950,1087,2740,2689,1940,1366,192,-1914,700,1055,1345,2795,3266,2331,1659,233,-2324,8415,34682,6285
252,2282,603,955,1704,2442,2733,2125,1388,195,-1945,3525,1497,2549,1914,636,25,692,1107,1697,2886,2713,2138,1378,193,-1931,750,1157,1871,2815,3082,2447,1566,220,-2193,8920,34600,6285
168,2223,703,1101,1581,2711,3525,2483,1791,251,-2509,3462,1437,2701,1821,880,12,911,1527,1954,3405,3535,2916,1796,252,-2516,1018,1584,2199,3282,3995,3181,2029,285,-2843,8617,34688,6285
175,2077,652,981,1286,2170,3376,2483,1715,241,-2403,3315,2122,4661,2829,1832,10,606,940,1054,2667,2901,2149,1474,207,-2065,786,1107,1472,2528,3653,2689,1856,260,-2600,7591,35132,6285
252,2026,581,863,1070,1750,2601,1997,1321,185,-1851,3265,1974,3231,2430,801,1,628,915,1090,2124,2691,2150,1367,192,-1915,722,1017,1308,2140,2996,2315,1522,214,-2132,7016,35257,6286
219,2027,678,1006,1309,1983,2715,2177,1379,194,-1932,3265,1920,2989,2268,721,5,698,1011,1207,2275,2690,2188,1367,192,-1914,753,1123,1442,2290,3010,2384,1529,215,-2142,7039,35253,6286
106,2026,703,1053,1309,2040,2861,2259,1453,204,-2036,3261,1742,2734,2058,676,6,791,1263,1458,2466,3137,2591,1594,224,-2233,826,1219,1512,2389,3277,2607,1665,234,-2332,7023,35241,6286
146,2035,603,863,1092,1702,2552,2051,1296,182,-1816,3271,1971,3219,2397,822,6,637,954,1091,2122,2635,2161,1339,188,-1875,705,992,1246,2066,2907,2285,1477,207,-2069,6987,35289,6286
72,1974,653,961,1228,2029,2976,2369,1512,212,-2118,3150,2064,3763,2595,1168,5,713,1035,1288,2392,3257,2644,1655,232,-2318,731,1063,1405,2337,3440,2748,1748,245,-2448,10656,36701,6285
169,1999,780,1207,1479,2423,3347,2584,1700,239,-2382,3173,2076,3662,2482,1180,4,711,1117,1316,2456,3167,2495,1609,226,-2254,738,1164,1451,2414,3343,2544,1698,238,-2379,10965,36647,6285
243,1968,613,862,1028,1913,2570,1818,1306,183,-1829,3124,2340,4188,3309,879,15,550,782,877,2094,2284,1645,1160,163,-1626,514,757,886,2117,2332,1657,1185,166,-1660,9439,36742,6287
188,2058,934,1251,1492,2518,3035,2373,1542,216,-2160,3195,2216,3132,2618,514,13,809,1145,1318,2465,2925,2282,1486,209,-2082,863,1208,1439,2437,3084,2374,1567,220,-2195,9695,36474,6153
115,1932,768,1209,1512,2254,3273,2654,1663,233,-2329,3109,1495,2741,2096,645,12,807,1323,1587,2778,3486,2873,1771,249,-2481,874,1376,1723,2799,3645,2851,1852,260,-2594,9893,36787,6291
307,1964,651,950,1175,2273,2758,2046,1401,197,-1963,3101,2042,3760,3182,578,9,776,1091,1289,2440,3161,2702,1606,225,-2250,806,1148,1419,2415,3371,2790,1712,240,-2399,8995,36862,6282
117,1913,669,964,1176,2037,2791,2191,1418,199,-1986,3058,2067,3130,2621,509,2,744,1029,1210,2288,2907,2515,1477,207,-2069,774,1065,1314,2270,3045,2601,1547,217,-2167,8802,36892,6282
261,1764,837,1185,1514,2277,2986,2454,1517,213,-2125,2928,1729,3094,2248,846,5,818,1147,1366,2447,2947,2511,1497,210,-2097,866,1208,1507,2405,3122,2625,1586,223,-2222,7126,37457,6286
235,1763,821,1197,1435,2297,2939,2423,1493,210,-2092,2928,1696,2945,2184,761,7,841,1201,1410,2463,3074,2647,1562,219,-2188,895,1280,1545,2433,3241,2752,1646,231,-2307,7126,37457,6286
104,1974,628,863,1136,2066,3143,2238,1597,224,-2237,3117,2306,4953,3266,1687,3,607,881,967,2435,2742,1927,1393,196,-1951,584,865,1019,2417,2896,1911,1471,206,-2061,11320,36771,6153
0,1906,647,857,940,2152,2514,1715,1277,179,-1789,3050,1759,6529,4288,2241,0,776,1026,977,3297,2464,1779,1252,176,-1754,806,1055,1027,3361,2519,1760,1280,180,-1793,10909,36748,6291
5,1829,671,971,1202,1993,2871,2258,1458,205,-2043,2982,1829,2870,2277,593,5,741,1095,1351,2435,3114,2678,1582,222,-2216,782,1140,1488,2417,3291,2752,1672,235,-2342,8202,37175,6286
0,1825,629,864,1070,1816,2683,2052,1363,191,-1909,2981,1989,3780,2767,1013,3,630,875,1007,2061,2746,2192,1395,196,-1954,616,866,1064,2052,2867,2215,1456,204,-2040,8035,37175,6286
345,1800,499,800,758,3508,2360,1222,1199,168,-1680,2968,2820,8518,5510,3008,5,545,802,856,3138,2835,1858,1440,202,-2018,513,779,851,3211,2982,1853,1515,213,-2122,8129,37155,6153
322,1918,520,699,861,1528,2268,1748,1152,162,-1614,3072,2197,3968,2915,1053,14,532,770,795,2010,2393,1757,1216,171,-1703,500,737,801,1999,2453,1778,1246,175,-1746,10514,36719,6286
341,2036,479,642,849,1497,2192,1514,1114,156,-1560,3199,2481,5995,4661,1334,22,461,703,706,2314,2463,1682,1251,176,-1753,423,666,694,2293,2530,1655,1285,180,-1801,11786,36446,6152
41,1992,322,466,646,1358,1810,1206,919,129,-1288,3137,2736,7770,6269,1501,24,364,590,473,2928,1762,959,895,126,-1254,340,545,426,2974,1696,834,862,121,-1207,11459,36718,6152
0,1885,364,610,622,2777,1903,1036,967,136,-1354,3029,3921,7750,7019,731,0,405,701,615,2921,2007,1173,1020,143,-1428,391,676,598,2951,1985,1098,1008,142,-1413,10211,36983,6282
11,1941,728,1073,1367,2172,3066,2508,1558,219,-2182,3120,1805,3046,2324,722,2,698,1060,1318,2376,3044,2557,1546,217,-2166,704,1098,1446,2326,3212,2670,1632,229,-2286,10308,36786,6286
51,1937,714,1079,1388,2156,3039,2500,1544,217,-2163,3113,1832,3015,2282,733,6,735,1123,1395,2432,3101,2607,1575,221,-2207,767,1175,1520,2404,3285,2723,1669,234,-2338,10276,36798,6286
282,1986,680,951,1204,2012,2935,2263,1491,209,-2089,3166,2284,3531,2810,721,10,625,896,1047,2178,2870,2250,1458,205,-2043,601,900,1119,2179,2997,2283,1522,214,-2133,10900,36662,6286
197,1917,1074,1708,2107,2860,4147,3553,2107,296,-2951,3095,1415,2405,1864,541,16,959,1565,1896,3032,3965,3290,2014,283,-2822,1004,1625,2019,3082,4018,3240,2041,286,-2860,9746,36831,6286
100,1939,777,1272,1593,2348,3579,2849,1818,255,-2547,3113,1143,2642,1995,647,19,824,1386,1683,2818,3544,2886,1800,253,-2522,876,1462,1820,2847,3710,2890,1885,265,-2640,9785,36839,6286
259,1981,738,1096,1350,2209,2847,2221,1446,203,-2026,3160,2031,2800,2328,472,18,763,1176,1394,2557,2873,2308,1459,205,-2045,800,1246,1538,2529,3015,2409,1532,215,-2146,9837,36721,6286
322,1942,676,964,1179,1913,2768,2184,1406,197,-1970,3116,1983,3722,2563,1160,5,645,909,1018,2073,2709,2096,1376,193,-1928,635,893,1075,2056,2814,2148,1430,201,-2003,9106,36735,6286
225,1939,704,1020,1266,2066,2851,2266,1448,203,-2029,3112,2020,3168,2458,710,2,698,1017,1178,2361,2875,2270,1461,205,-2046,704,1042,1293,2319,3007,2322,1528,214,-2140,9071,36738,6287
270,2083,603,872,1106,1913,2703,2062,1373,193,-1924,3229,2190,4241,3047,1194,3,587,885,1032,2408,2719,2043,1381,194,-1935,564,879,1101,2355,2860,2125,1453,204,-2035,10509,36412,6282
243,1865,680,1074,1265,2202,2992,2305,1520,213,-2129,3008,1731,2752,2249,504,15,788,1220,1404,2523,3044,2511,1546,217,-2166,824,1269,1568,2497,3212,2625,1632,229,-2286,9085,37070,6282
252,1827,694,1005,1230,2127,2812,2264,1428,200,-2001,2994,1722,3561,2591,970,4,669,966,1149,2235,2716,2288,1380,194,-1933,667,982,1241,2238,2814,2329,1430,201,-2003,8252,37090,6286
0,1865,758,1086,1383,2208,3066,2430,1558,219,-2182,3028,1835,2914,2265,649,2,769,1116,1345,2448,3142,2622,1596,224,-2236,804,1154,1487,2417,3345,2709,1699,238,-2381,8415,37056,6286
336,1892,1145,1624,1793,2429,2847,2309,1446,203,-2026,3053,1167,1703,1378,325,18,1147,1611,1781,2713,2990,2547,1519,213,-2128,1182,1674,1910,2722,3169,2621,1610,226,-2255,8517,37057,6290
320,1915,1421,2036,2377,3060,3768,3027,1914,269,-2682,3075,955,1442,1128,314,7,1637,2241,2630,3506,4342,3970,2206,310,-3090,1540,2221,2569,3490,4282,3478,2175,305,-3047,8555,36898,6290
342,1934,1141,2015,2807,3436,3948,3267,2006,281,-2810,3111,1033,1910,1284,626,1,924,1656,2261,3173,3562,3014,1809,254,-2535,976,1714,2328,3190,3759,3004,1910,268,-2675,10325,36769,6290
342,2019,1025,1716,2080,2750,3067,2283,1558,219,-2183,3194,810,1643,1070,573,11,963,1513,1977,2775,2895,2208,1471,206,-2060,1011,1576,2108,2792,3066,2261,1558,219,-2182,10863,36435,6290
146,1883,793,1151,1439,2209,2982,2452,1515,213,-2122,3037,1545,2756,1997,759,3,876,1306,1622,2675,3207,2688,1629,229,-2282,941,1351,1757,2662,3398,2805,1726,242,-2418,9349,36982,6286
148,1884,906,1287,1619,2521,3562,2894,1809,254,-2535,3044,1730,2476,2025,451,13,864,1278,1559,2690,3472,3069,1764,248,-2471,927,1345,1691,2706,3645,3057,1852,260,-2594,8438,36984,6286
180,1967,724,1030,1354,2251,3339,2517,1696,238,-2376,3105,1082,4054,2877,1177,3,627,953,1088,2591,2911,2266,1479,208,-2072,621,962,1157,2579,3029,2324,1539,216,-2156,11696,36695,6285
104,2102,596,799,1009,1654,2671,1973,1357,190,-1901,3263,2374,3821,3091,730,7,546,783,891,2042,2563,1915,1302,183,-1824,523,765,888,2043,2626,1919,1334,187,-1869,10864,36075,6286
285,1946,808,1179,1562,2626,3667,2672,1863,261,-2610,3076,2550,5071,3537,1535,5,577,848,967,2396,2652,1915,1347,189,-1887,542,832,1019,2357,2784,1919,1414,198,-1981,11234,36777,6291
43,2002,404,656,712,2177,2256,1310,1146,161,-1606,3146,410,7296,5401,1895,17,397,665,598,3262,2232,1318,1134,159,-1589,386,637,586,3333,2234,1309,1135,159,-1590,11278,36446,6152
297,2054,548,761,995,1800,2753,1970,1399,196,-1959,3198,2554,4789,3243,1546,11,547,783,846,2168,2398,1749,1218,171,-1707,503,765,859,2171,2394,1699,1216,171,-1704,12116,36402,6152
24,2044,503,707,993,2039,2789,1774,1417,199,-1985,3187,2430,6316,4776,1540,5,477,734,730,2738,2299,1536,1168,164,-1636,440,715,714,2732,2351,1508,1194,168,-1673,12022,36420,6153
